위치,업소명,리뷰
서울 광진구 천호대로 546,다옴순대국&감자탕 군자점,"새벽에 여기밖에 안하니 간혹 가는데,
살면서 먹은 국밥중 5번째로 맛없음."
서울 광진구 천호대로 546,다옴순대국&감자탕 군자점,저녁때 혼자가니까 사람썡무시하면서 상은 완전대충닦아주면서 그후에 남자2명이 들어왔을때에는 친절하게해주고 그냥 안먹고나왔습니다 서비스진짜최악이고 역겹네요 다시는 안갑니다 가지마세요
서울 광진구 천호대로 546,다옴순대국&감자탕 군자점,"개노맛에 불친절까지~~~
보쌈에서 고기잡내나요"
서울 광진구 천호대로 546,다옴순대국&감자탕 군자점,맛은 평범 서비스 쓰레기 쓰레기란 말이 아까울 정도도로 역겨운 경험을 하고 싶다면 추천합니다
서울 광진구 천호대로 546,다옴순대국&감자탕 군자점,"그냥 역세권이라잘되는듯
순대국 진짜 별로"
서울 광진구 천호대로 546,다옴순대국&감자탕 군자점,진짜맛없어요
서울 광진구 아차산로78길 162 제원빌딩,광나루한우정육식당,사진을 못찍었지만 이집은 친절하시고.. 발렛가능하구요. 최고는 바로 육사시미 입니다. 꼭. 드세요 육사시미..짱!!
서울 광진구 아차산로78길 162 제원빌딩,광나루한우정육식당,"고기먹으면  서비스로  나오는  해장국이거 존맛
이거가  젤맛있네요 5점짜리
용마해장국  여기 맛집이라 많이  나오는데 
국물이  똑같습니다.  

이걸로  나가도 좋은정도  이거때문에 5점줍니다 ㅎ

소고기는 어딜가든 비슷해서 4점줍니다 접기"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,"돼지고기 육수 특유의 감칠맛이 지나가고 나면  깔끔하게 마무리되는 맛.
비빔 국수는 중면 사이즈의 면이라 오동통한 식감이 좋으며, 같이 올라간 고명과 소스에는 기분좋은 산미가 맛있게 혀를 자극함.

다만, 곁들임 석박지가 다소 단맛이 있으며, 곰탕 고기에 올려먹는 고추양념이 조금 풍미가 강해서 살짝 아쉬움:) 접기"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,많이 드시는 분들은 곱빼기 추천
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,"2023.04.01
2024.12.09"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,"나만 알고싶은 숨겨진 맛집
혼밥,혼술하기 좋은집"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,"슴슴하다는  댓글보고 놀랐습니다.ㅠ

국물이 짜서 뜨거운 물 추가 부탁하며 국물이 쫌 짜네요 했더니 원래 그렇다고 하네요.
나중엔 남자 주방분이 끓이던 국물을 먹어보더니 짠지 조용히 물을 가져다 부으더라구요.
그정도 소태국이었으면 국을 바꿔주던가 미안하다고 테이블에 와서 말을 하셔야 하는데 ..
데스크에가서 다시 얘기하니 그제서야 인정하며 미안하다고.
이미 짠 곰탕 먹고  나가는중이었음.

제육 무침은 괜찮습니다~
김치와 깍두기는 맛있어요. 접기"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,"우연히 검색하다 알게 된 곳..
한끼 식사 하기에도 좋고
저녁에 술한잔 걸치기에도 만족스러운 집..
맛도 흠잡을데 없는데 사장님도 친절하심
오래오래 장사 하시길.. 접기"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,맛있고 깔끔해요
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,너어ㅓ어ㅓㅓㅓㅓ어어어어어무 맛있어요 홍곰탕.. 해외여행 가서 생각날 것 같아서 떠나기 전에 한 번 더 갔어요 또 먹고싶다..
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,옥X식이랑 비슷한데 여긴 웨이팅도없고 그래선지 더 맛있는거같아요 가격대비 고기양도 많고 가게도 깔끔해요 혼밥좌석도있어 아주좋아요 슴슴한 곰탕에 양념된 제육무침 같이 먹으니 잘어울립니다
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,비빔국수 진짜 맛있었어요!!!!양념이 약간 겉절이 양념 느낌이라 감칠맛 있고 고기도 국수 다먹을때까지도 남아있을정도로 양도 많았어요
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,깔끔하고 맛있습니다. 무침도 좋아요.
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,"정갈하고 깨끗하고 담백한 곳!
저는 간도 딱 맞고 너무 맛있게 잘 먹고있습니다
혼밥 하기도 너무 좋고, 무엇보다 들어가면 오픈된 주방으로 얼마나 깨끗하게 조리되는지 한번에 볼 수 있었어요!
그래서 더 믿음직스럽게 먹을 수 있는 것 같아요
맑은 돼지곰탕 맛있게 하는곳 찾기 힘든데.. 
이것때문에 매주 먹고있습니다😊
잘먹었습니다💓 접기"
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,곰곰탕 맛있어요 ㅎㅎ고기 엄청 부드럽고 지방과 살이 적절하고 좋아요 ㅎㅎ 간이 조금만 덜하고 개인이 간을 조절할 수 있으면 좋겠어요
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,아주 특별한 음식은 아니어도 이곳만의 특색이 있고 고민한 흔적이 느껴지는 곳
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,잘 먹고있습니다 항상 너무 맛있어요!!
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,맛있어요!  곰탕도 괜찮았지만 제육 무침이 더 별미인 것 같아요 새콤달콤 너무 맛있었어요
서울 광진구 용마산로 128 1층 곰곰탕,곰곰탕,홍곰탕을 시켜먹었어요. 무난하게 밥먹기 좋은 곳 입니다. 직원분도 친절하셨고 곰탕도 맛있었어요. 크게 맵지 않아서 매운걸 못 드시는 분도 드시기 괜찮을 것 같아요. 반찬이 깍두기와 김치인데 맛이...😂 못먹을 맛은 아니었지만 좀 더 맛있었다면 기분 좋게 5점 남겼을 것 같아요. 접기
서울 광진구 능동로36길 32,대봉갈비,"갈비탕 15,000원으로 엄청비싸서 맛이라도 좋을까 기대했는데 뻬에가리비 붙다 말은거 4조각에 니맛내맛도 없는 희한한 대봉갈비탕이네요.
나 이집에 내가 다시가면 발을비틀겠음"
서울 광진구 능동로36길 32,대봉갈비,비록 뼈에 목살을 붙여주는 갈비이기는 하지만 먹을 만합니다 그런데 양념냉면이 너무나 매워서 제대로 못먹고 남겼습니다 친구들은 냉면 맛있다고 합니다
서울 광진구 능동로36길 32,대봉갈비,대봉갈비갈비가. 최고이내요잡내도 없고. 이모님들께서. 맛있게. 구워주시는것보고. 써비스. 최고입니다. 곱창전골 짱입니다
서울 광진구 능동로36길 32,대봉갈비,맛없음
서울 광진구 능동로36길 32,대봉갈비,"맛없음 인생최악음식점
별 하나도 아까움"
서울 광진구 능동로36길 32,대봉갈비,반찬을 재활용  하더군요 참고 간신히 먹었 습니다
서울 광진구 능동로36길 32,대봉갈비,"와~~우  대봉 갈비  짱
가족 삼겹살/전골/쵝고 !쵝고 !
직원 친절 넘넘 감사했어요^^
 접기"
서울 광진구 아차산로 390 1층 102호,구의역숯불집,"사장님이 친절하시고 고기를 엄청 잘 구워주십니다.
반찬으로 김치전과 오뎅탕이 나오는등 구성이 아주 좋습니다.

무엇보다 고기가 맛있었어요. 접기"
서울 광진구 아차산로 390 1층 102호,구의역숯불집,"구의동에 몇년째 살다가 처음 가봤는데 그동안 안왔던 시간이 아깝게 느껴졌습니다ㅜ
오겹살도 고기가 좋아서 맛있었는데
갈비가!! 진심 미췬맛이니까 꼭 드셔보세요
고기는 두꺼운데 양념은 야무지게 베여있고
사장님이 적절한 타이밍에 기가막히게 뒤집고 구워주십니다
밑반찬도 기본적으로 맛있습니다
전 앞으로 갈비 땡길때 무조건 여기갈거임 접기"
서울 광진구 아차산로 390 1층 102호,구의역숯불집,"생오겹살 먹고 감동받고 왔습니다. 후덜덜한 맛과 사이드 음식, 직접 구워주시는 사장님, 상대적으로 가성비있는 가격. 진짜 오랜만에 감동감동"
서울 광진구 아차산로 390 1층 102호,구의역숯불집,"고기가 식감이 좋고, 서비스로 나오는 숙주 삼겹살볶음도 맛있어요. 특히 주인분 친절하시고 고기도 맛있게 구워주세요. 가성비좋은 고기집이라고 생각해요"
서울 광진구 아차산로 390 1층 102호,구의역숯불집,"고기가 품질이 좋아요.
다른집 3인이 4인분 먹으면 이집은 맛있어서5인분 이상 먹게되요.
조심하세요."
서울 광진구 아차산로 390 1층 102호,구의역숯불집,부드럽고 너무 맛있어요~!!!!
서울 광진구 아차산로 390 1층 102호,구의역숯불집,갈비바베큐 대박 맛남..
서울 광진구 아차산로 390 1층 102호,구의역숯불집,점심 정갈하네요
서울 광진구 자양로16길 24 영산강,영산강,도가니수육에 한잔하기 딱 좋습니다.
서울 광진구 자양로16길 24 영산강,영산강,"어제 처음 방문했는데 근래에 드물게 보는 기본이 탄탄한 가게네요.
가족이랑 다시 방문하려합니다.
도가니 수육에 육수계속 리필...
입술이 쩌억~~~ 구웃...ㅎ
 접기"
서울 광진구 자양로16길 24 영산강,영산강,도가니 수육 둘이먹다 셋이죽어도 모를맛
서울 광진구 자양로16길 24 영산강,영산강,절대 다시 가고 싶지 않은 곳
서울 광진구 자양로16길 24 영산강,영산강,해장국에서 플라스틱 조각 나왔음. 돈도 다 받음.
서울 광진구 광나루로56길 85 9층,진국설렁탕,"진국 설렁탕 
낙지도 맛있고 설렁탕도 진국!!!"
서울 광진구 광나루로56길 85 9층,진국설렁탕,"아이들 어렸을때부터 가는집 
메뉴중 최애는 낙지+미니설렁탕 👍👍
가성비도 좋고 맛은 더좋고 😆"
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,주말아침에 혼밥했는데 너무 친절하시고 정성스러운 찬에 감격 ㅠㅠ오뎅볶음이 따뜻해서... 번창하세요!
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,곰탕 아직 안나왔는데 계란후라이 보고 바로 평점 남김. 사랑합니다
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,맛있고 깨끗하고 친절해요
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,"회사 점심으로 종종 이용하는데 맛있어요
최근에 가격이 좀 올랐는데 고기양도 늘어서 좋아요"
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,"아이랑 같이 방문했는데, 세심하게 배려해주시고
너무너무 친절하시고
매장도 맛도 깔끔하고 
오랜만에 감동서비스 받았습니다~!
 접기"
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,나주곰탕 너무깔끔하고 친절하고 맛있어요
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,의외로 냉면 맛집이다. 참기름 듬뿍 두른 고소한 맛! 메뉴 사진엔 수육이 올려져 있더니 실제론 수육 없이 서빙됐다. 곁들여 제공되는 왕만두도 맛있다.
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,여기 알바할때 정말 많이 먹은 곳인데 정말 맛있어요
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,조하효 !
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,국물도 진하고 사장님도 친절하시네요...^^
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,좋아요
서울 성동구 아차산로17길 57 일신건영휴먼데코 105-2호,바우네나주곰탕 화양사거리점,맛과 가성비 모두 좋아요 양이 많아서 좋아여
서울 광진구 용마산로 154 1층,다람쥐마을,"갈비탕 대자 먹었는데 고기가 맛있습니다용
맑은 국물 아니고 사골국처럼 뽀얀 느낌쓰~"
서울 광진구 능동로 373,안흥갈비 중곡점,"- 방문일: 2025/04/11
- 반찬: 종류가 생각보다 많음. 보쌈 김치, 파절임, 양념게장 등
- 고기: 가격 댜비 양이 혜자. 사진은 안흥갈비 2인분임
- 냉면: 후식냉면으로 1그릇 2천원으로 혜자임. 양이 적어보였는데, 경기도 오산이었음. 양념맛으로 느끼할 때 식초와 겨자를 넣은 냉면 그릇 한 사발 마심, 이것이 고기계의 활명수임
- 직원분들 친절하심. 요청하지 않아도 돌아다니시면서 불판 갈아주심 접기"
서울 광진구 능동로 373,안흥갈비 중곡점,"카카오맵에 (3/23일 기준) 12시까지라고 해서 여유롭게 갔는데 10시까지였어요 ㅠㅅㅠ 가격 안흥갈비 1인분 16000원이구요
친절하셨고 음식도 만족이에요 예전 후기 보면 후식냉면이 무료라고 하던데 지금은 2천원으로 바뀌었나봐요 접기"
서울 광진구 능동로 373,안흥갈비 중곡점,맛있고 친절해서 좋아요.
서울 광진구 능동로 373,안흥갈비 중곡점,"후식냉면 이천냥
갈비에 밥 된장찌개 최고!"
서울 광진구 능동로 373,안흥갈비 중곡점,맛집에 친절이 장착되어있는집 정말 오랜만이네요 ㅎㅎ좋은시간 좋은 추억이네요
서울 광진구 능동로 373,안흥갈비 중곡점,"저는 여기 좋아해요~~~
아이들이랑 가도 룸이 있어 편하고
어른들끼리 가도 맛으로 안 좋은 얘기 들은 적 없구요
사장님 부부가 열심히 일하시는거 같아 보기 좋습니다. 오늘도 맛있게 잘 먹었는데 안좋은 리뷰 있는거 같아 아쉬운 마음에 리뷰 남겨봅니다!
 접기"
